,Zip Code,Gender,Senior Citizen,Partner,Dependents,Tenure Months,Phone Service,Multiple Lines,Internet Service,Online Security,Online Backup,Device Protection,Tech Support,Streaming TV,Streaming Movies,Contract,Paperless Billing,Payment Method,Monthly Charges,Churn,CLTV
200,93638,Male,0,0,0,1,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,69.55,1,3042
201,93640,Male,0,0,0,58,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,1,Bank transfer (automatic),103.25,1,6105
202,93641,Male,0,0,0,70,1,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Two year,1,Credit card (automatic),104.0,1,4544
203,93647,Female,0,0,0,2,1,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,1,Mailed check,86.2,1,2969
204,93650,Male,0,1,0,21,1,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,1,Electronic check,111.2,1,4123
205,93660,Female,0,1,0,16,1,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,1,Credit card (automatic),89.45,1,3696
206,93662,Male,1,1,0,7,1,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Bank transfer (automatic),95.6,1,3265
207,93665,Male,0,1,0,60,1,No,Fiber optic,No,Yes,Yes,No,Yes,No,One year,0,Electronic check,90.95,1,4111
208,93667,Female,0,1,0,50,1,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,0,Electronic check,108.55,1,4274
209,93675,Female,1,0,0,4,1,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,1,Electronic check,78.85,1,5301
210,93703,Male,0,0,0,1,1,No,DSL,No,No,No,No,No,No,Month-to-month,0,Mailed check,44.4,1,3522
211,93706,Female,1,0,0,55,1,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,1,Electronic check,100.0,1,5679
212,93711,Female,0,1,0,12,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Bank transfer (automatic),19.8,1,2653
213,93721,Male,0,0,0,1,1,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,89.9,1,5951
214,93920,Female,0,0,0,62,1,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,1,Electronic check,100.15,1,5600
215,93923,Male,0,0,0,1,1,No,DSL,No,Yes,No,No,No,No,Month-to-month,0,Electronic check,50.8,1,3718
216,93928,Male,1,1,0,20,1,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,1,Electronic check,73.65,1,5849
217,93930,Female,0,0,0,3,1,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,1,Electronic check,95.1,1,5861
218,93932,Male,0,0,0,22,1,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Credit card (automatic),94.65,1,3665
219,93933,Male,0,1,0,4,1,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,1,Mailed check,80.6,1,3080
220,93953,Male,0,1,0,59,1,Yes,Fiber optic,No,No,No,No,No,Yes,One year,0,Electronic check,85.55,1,6304
221,94002,Female,0,0,0,60,0,No phone service,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,1,Electronic check,50.8,1,4941
222,94014,Female,0,0,0,15,1,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,0,Electronic check,105.1,1,2122
223,94021,Male,0,0,0,10,1,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,1,Electronic check,110.1,1,5803
224,94024,Female,0,0,0,6,1,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,0,Electronic check,83.9,1,3962
225,94040,Female,0,1,0,63,1,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,1,Electronic check,100.55,1,5413
226,94043,Male,0,1,0,50,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,1,Bank transfer (automatic),103.85,1,5812
227,94060,Female,0,0,0,1,0,No phone service,DSL,No,No,No,No,No,No,Month-to-month,0,Electronic check,24.6,1,5768
228,94066,Female,0,0,0,12,1,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,1,Bank transfer (automatic),98.9,1,5559
229,94080,Female,0,0,0,9,1,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,0,Credit card (automatic),98.3,1,2954
230,94086,Male,0,0,0,17,1,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,0,Electronic check,93.85,1,4940
231,94102,Male,1,0,0,9,1,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,100.5,1,4038
232,94108,Male,1,0,0,10,1,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,1,Electronic check,72.85,1,3189
233,94114,Male,1,1,0,1,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,73.55,1,4369
234,94130,Female,1,0,0,3,1,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,1,Electronic check,79.4,1,3501
235,94131,Female,0,0,0,13,1,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,1,Electronic check,81.15,1,4806
236,94304,Female,1,0,0,4,1,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,1,Electronic check,84.6,1,2467
237,94402,Female,0,0,0,6,1,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,1,Electronic check,79.05,1,3263
238,94509,Female,0,0,0,3,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,0,Bank transfer (automatic),74.4,1,2054
239,94512,Male,1,0,0,35,1,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,99.05,1,2074
240,94514,Male,1,0,0,2,1,No,DSL,No,No,No,No,No,No,Month-to-month,0,Mailed check,44.95,1,5900
241,94520,Male,0,1,0,1,1,No,DSL,No,No,No,No,No,No,Month-to-month,0,Credit card (automatic),44.7,1,3700
242,94538,Male,0,0,0,1,1,No,DSL,No,No,No,No,No,No,Month-to-month,1,Mailed check,45.7,1,3571
243,94539,Male,1,0,0,8,1,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,0,Credit card (automatic),100.3,1,5084
244,94541,Male,0,0,0,7,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Electronic check,19.25,1,4489
245,94545,Female,0,0,0,2,1,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,96.0,1,3391
246,94546,Female,0,0,0,1,1,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,0,Electronic check,90.55,1,2627
247,94550,Male,1,1,0,44,0,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,1,Electronic check,30.35,1,4829
248,94553,Male,0,0,0,71,1,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,1,Electronic check,108.05,1,5200
249,94555,Male,0,0,0,1,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,69.9,1,5367
250,94558,Male,1,1,0,62,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,1,Electronic check,103.75,1,5052
251,94564,Male,0,0,0,1,1,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,1,Electronic check,86.6,1,5228
252,94566,Female,1,1,0,33,1,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,1,Bank transfer (automatic),80.6,1,3601
253,94579,Female,0,0,0,35,1,Yes,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,0,Credit card (automatic),85.3,1,2455
254,94580,Female,0,0,0,34,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Credit card (automatic),70.0,1,2318
255,94583,Female,1,0,0,4,1,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,94.3,1,5419
256,94587,Female,0,0,0,7,1,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,95.35,1,3077
257,94588,Male,1,1,0,27,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,75.5,1,2377
258,94595,Female,0,0,0,18,1,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,1,Electronic check,90.1,1,4260
259,94596,Female,0,0,0,2,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,0,Electronic check,68.95,1,5225
260,94598,Male,0,1,0,32,1,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,1,Credit card (automatic),99.55,1,5026
261,94606,Male,0,1,0,18,1,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,0,Electronic check,57.45,1,2989
262,94607,Male,0,1,0,12,1,No,DSL,No,No,No,No,No,Yes,One year,0,Credit card (automatic),53.65,1,2595
263,94704,Male,1,0,0,8,1,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,100.6,1,5906
264,94706,Male,0,1,0,26,1,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,1,Electronic check,83.75,1,2404
265,94707,Female,1,1,0,3,1,No,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,1,Mailed check,88.3,1,4486
266,94710,Female,1,0,0,8,1,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,92.1,1,5662
267,94903,Male,0,1,0,38,1,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,1,Electronic check,79.45,1,2405
268,94904,Male,1,0,0,14,1,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,0,Credit card (automatic),90.45,1,4777
269,94923,Male,0,1,0,32,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Bank transfer (automatic),69.75,1,2356
270,94931,Female,0,0,0,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,19.65,1,5881
271,94933,Male,1,0,0,12,0,No phone service,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,1,Electronic check,43.65,1,2437
272,94939,Female,0,0,0,5,0,No phone service,DSL,No,No,Yes,No,No,Yes,Month-to-month,0,Electronic check,39.5,1,2863
273,94940,Male,0,1,0,40,1,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Bank transfer (automatic),97.1,1,3099
274,94945,Female,0,0,0,5,1,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,1,Electronic check,80.0,1,3937
275,94946,Female,0,0,0,10,1,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,1,Mailed check,84.7,1,5686
276,94947,Male,0,1,0,2,1,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Bank transfer (automatic),89.55,1,3851
277,94949,Male,0,0,0,23,1,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,1,Electronic check,90.6,1,4359
278,94960,Female,0,0,0,23,1,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,1,Bank transfer (automatic),90.05,1,4650
279,94965,Male,0,1,0,49,1,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,1,Bank transfer (automatic),99.05,1,5157
280,94971,Female,0,0,0,2,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,0,Bank transfer (automatic),69.75,1,5667
281,94972,Female,0,0,0,2,1,No,DSL,No,Yes,No,No,No,No,Month-to-month,1,Credit card (automatic),49.05,1,2960
282,95002,Male,0,0,0,7,1,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,1,Bank transfer (automatic),98.05,1,2561
283,95006,Female,0,0,0,41,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,1,Bank transfer (automatic),114.5,1,3038
284,95017,Male,0,0,0,2,1,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,1,Electronic check,80.95,1,3533
285,95019,Female,1,0,0,13,1,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,1,Electronic check,74.3,1,2995
286,95020,Female,1,0,0,11,1,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,0,Bank transfer (automatic),89.7,1,2202
287,95030,Male,1,1,0,17,1,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,1,Credit card (automatic),100.45,1,5508
288,95046,Male,0,1,0,25,1,No,Fiber optic,No,No,No,No,Yes,Yes,One year,1,Electronic check,90.4,1,5801
289,95062,Male,0,1,0,3,1,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,1,Mailed check,56.15,1,2539
290,95112,Female,0,0,0,4,1,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,1,Bank transfer (automatic),94.4,1,4249
291,95116,Female,0,1,0,37,1,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,1,Credit card (automatic),78.95,1,3982
292,95125,Female,0,0,0,19,0,No phone service,DSL,No,No,No,No,Yes,Yes,One year,1,Credit card (automatic),44.85,1,5182
293,95128,Male,1,1,0,39,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,105.65,1,4687
294,95129,Male,0,0,0,7,1,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,0,Mailed check,74.65,1,3331
295,95134,Female,0,1,0,14,1,Yes,DSL,Yes,No,No,No,Yes,No,Month-to-month,1,Bank transfer (automatic),64.7,1,4049
296,95135,Female,1,1,0,11,1,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,1,Bank transfer (automatic),104.05,1,4553
297,95209,Male,0,0,0,1,0,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,1,Electronic check,35.55,1,3958
298,95219,Female,0,0,0,2,1,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,95.15,1,2414
299,95220,Male,0,1,0,13,1,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,1,Mailed check,96.65,1,5295
300,95232,Female,1,1,0,3,1,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,1,Electronic check,80.4,1,3834
301,95236,Male,0,0,0,1,0,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,1,Mailed check,31.35,1,3605
302,95240,Female,0,0,0,12,1,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,1,Bank transfer (automatic),89.75,1,5671
303,95252,Male,0,1,0,60,1,No,Fiber optic,No,Yes,No,No,Yes,Yes,One year,1,Electronic check,94.4,1,4990
304,95255,Male,0,0,0,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Electronic check,19.85,1,3874
305,95301,Female,0,0,0,6,1,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,1,Credit card (automatic),109.9,1,5750
306,95305,Male,0,0,0,15,1,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,1,Electronic check,101.35,1,3025
307,95310,Male,1,0,0,21,1,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,1,Bank transfer (automatic),60.05,1,4716
308,95315,Female,0,0,0,1,1,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,1,Electronic check,60.15,1,4611
309,95323,Male,0,0,0,7,1,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,1,Electronic check,90.45,1,5356
310,95335,Male,0,1,0,53,1,No,Fiber optic,No,Yes,No,No,Yes,Yes,One year,1,Bank transfer (automatic),94.25,1,5414
311,95338,Male,0,0,0,1,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,74.9,1,2548
312,95346,Female,0,0,0,1,1,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,1,Electronic check,80.25,1,2502
313,95350,Male,0,1,0,17,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,69.0,1,3368
314,95351,Female,0,1,0,11,1,Yes,DSL,No,No,No,Yes,No,Yes,Month-to-month,1,Electronic check,66.35,1,2860
315,95356,Male,0,0,0,19,1,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,1,Bank transfer (automatic),86.0,1,4857
316,95357,Female,0,1,0,3,1,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,1,Electronic check,80.3,1,3212
317,95361,Male,0,0,0,24,1,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,1,Credit card (automatic),90.55,1,5927
318,95367,Female,0,0,0,2,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,75.9,1,2101
319,95368,Male,0,1,0,1,1,No,DSL,No,No,No,No,No,No,Month-to-month,1,Mailed check,45.85,1,3706
320,95369,Female,0,1,0,16,0,No phone service,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,1,Electronic check,49.95,1,4840
321,95382,Male,0,1,0,34,1,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,0,Electronic check,78.3,1,2777
322,95387,Male,0,0,0,3,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,76.95,1,4428
323,95389,Female,1,0,0,16,1,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,96.15,1,5913
324,95407,Male,0,0,0,1,1,No,DSL,No,No,No,No,No,No,Month-to-month,0,Electronic check,45.3,1,4568
325,95409,Female,0,0,0,15,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Bank transfer (automatic),19.4,1,5379
326,95417,Female,0,0,0,11,1,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,0,Electronic check,90.15,1,5250
327,95420,Male,0,0,0,1,1,No,DSL,No,No,No,No,No,No,Month-to-month,0,Mailed check,45.05,1,4094
328,95422,Female,0,0,0,1,1,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,0,Electronic check,75.8,1,3940
329,95425,Female,0,0,0,7,1,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,1,Electronic check,79.3,1,3830
330,95427,Female,0,0,0,2,0,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,1,Electronic check,30.9,1,2860
331,95431,Female,1,0,0,46,1,No,Fiber optic,No,Yes,No,No,Yes,Yes,One year,0,Credit card (automatic),95.25,1,3180
332,95439,Female,1,1,0,68,1,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,1,Bank transfer (automatic),89.6,1,5651
333,95445,Male,0,1,0,59,1,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,1,Electronic check,110.15,1,4601
334,95464,Male,1,1,0,7,1,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,89.5,1,3077
335,95471,Male,0,1,0,8,1,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,0,Electronic check,75.0,1,2587
336,95482,Male,0,0,0,6,1,No,DSL,No,No,No,No,No,No,Month-to-month,0,Electronic check,44.75,1,2087
337,95493,Female,0,1,0,11,1,No,DSL,No,No,No,No,No,No,Month-to-month,1,Electronic check,44.05,1,3200
338,95511,Male,1,1,0,15,1,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,1,Bank transfer (automatic),85.6,1,4981
339,95519,Female,0,0,0,70,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,0,Credit card (automatic),115.55,1,4838
340,95524,Male,1,0,0,16,1,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,1,Electronic check,86.6,1,2508
341,95525,Female,0,0,0,18,1,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,1,Electronic check,85.2,1,3326
342,95526,Female,0,1,0,34,1,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,97.65,1,3979
343,95531,Male,0,1,0,47,1,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,1,Electronic check,109.55,1,5863
344,95536,Female,0,1,0,39,1,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,One year,1,Electronic check,89.55,1,3849
345,95545,Male,0,0,0,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,19.45,1,5687
346,95550,Female,0,1,0,4,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,20.35,1,4133
347,95551,Female,1,0,0,1,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,69.25,1,4371
348,95553,Male,0,1,0,59,1,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,1,Bank transfer (automatic),99.5,1,6098
349,95562,Female,1,0,0,1,0,No phone service,DSL,No,No,No,No,No,No,Month-to-month,1,Electronic check,25.2,1,5688
350,95563,Male,0,0,0,2,1,No,DSL,No,No,No,No,No,No,Month-to-month,1,Mailed check,45.0,1,5704
351,95567,Male,0,0,0,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,20.15,1,4103
352,95568,Male,0,1,0,66,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,1,Credit card (automatic),105.0,1,5723
353,95570,Male,0,0,0,3,1,No,DSL,No,No,No,No,Yes,No,Month-to-month,1,Credit card (automatic),54.7,1,3335
354,95589,Female,0,1,0,14,1,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,1,Electronic check,87.25,1,4786
355,95601,Male,0,1,0,10,1,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,1,Electronic check,79.95,1,5640
356,95608,Female,0,0,0,18,1,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,1,Electronic check,88.35,1,5727
357,95616,Female,0,0,0,9,1,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,94.75,1,2893
358,95618,Female,1,0,0,13,1,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,95.05,1,2230
359,95619,Male,0,0,0,4,1,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,0,Electronic check,78.45,1,5048
360,95620,Male,0,0,0,4,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,70.2,1,5094
361,95624,Male,0,1,0,59,0,No phone service,DSL,No,Yes,No,No,No,Yes,Month-to-month,1,Bank transfer (automatic),41.05,1,4324
362,95625,Male,0,1,0,10,1,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,1,Electronic check,85.6,1,5146
363,95630,Female,1,0,0,1,1,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,1,Electronic check,79.2,1,4363
364,95635,Male,0,0,0,5,1,No,DSL,No,No,Yes,No,Yes,Yes,One year,1,Mailed check,70.0,1,2673
365,95642,Female,0,0,0,1,1,Yes,DSL,No,No,No,No,No,No,Month-to-month,1,Bank transfer (automatic),49.95,1,2041
366,95645,Female,0,1,0,22,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,69.25,1,2159
367,95653,Female,1,1,0,34,1,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,1,Electronic check,94.25,1,3369
368,95662,Male,0,1,0,41,1,Yes,DSL,No,No,Yes,No,Yes,Yes,One year,1,Electronic check,73.0,1,2041
369,95663,Female,0,0,0,64,1,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,1,Credit card (automatic),100.05,1,5452
370,95668,Female,1,0,0,4,1,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,1,Credit card (automatic),99.8,1,2268
371,95669,Female,0,0,0,18,0,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,1,Electronic check,35.0,1,2649
372,95673,Female,0,0,0,1,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,0,Electronic check,76.0,1,2567
373,95681,Female,1,0,0,2,1,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,93.85,1,4193
374,95683,Female,0,1,0,15,1,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,1,Electronic check,84.3,1,4003
375,95692,Male,1,0,0,9,1,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,1,Credit card (automatic),84.4,1,5745
376,95694,Male,0,1,0,15,1,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,101.1,1,2055
377,95713,Male,0,0,0,1,1,Yes,DSL,No,No,No,No,No,No,Month-to-month,1,Electronic check,50.45,1,2928
378,95722,Male,0,0,0,12,1,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,1,Mailed check,99.95,1,5598
379,95728,Female,0,0,0,2,1,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,1,Electronic check,91.4,1,5100
380,95742,Female,1,0,0,5,1,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,1,Credit card (automatic),75.55,1,4028
381,95815,Male,0,0,0,4,1,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,0,Credit card (automatic),80.8,1,5436
382,95824,Female,0,1,0,16,1,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,1,Electronic check,100.0,1,3794
383,95826,Male,0,0,0,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Electronic check,20.55,1,5636
384,95828,Male,0,0,0,5,1,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,1,Electronic check,85.3,1,2264
385,95831,Female,0,0,0,4,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,0,Electronic check,70.4,1,4494
386,95838,Male,0,0,0,37,1,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,0,Bank transfer (automatic),98.8,1,3066
387,95843,Male,0,1,0,13,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Credit card (automatic),74.4,1,3687
388,95864,Female,0,0,0,24,1,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,98.75,1,4016
389,95912,Male,0,1,0,61,1,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,1,Electronic check,106.0,1,4334
390,95914,Male,0,0,0,41,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,104.7,1,3316
391,95923,Male,1,0,0,22,1,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,96.7,1,4458
392,95925,Female,0,0,0,2,1,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,1,Credit card (automatic),55.05,1,5855
393,95935,Male,1,0,0,19,1,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,1,Electronic check,88.2,1,5683
